scope,scope_value,field,obs_col,spatial_buffer_km,percentile,threshold,threshold_source,tp,fp,tn,fn,POD,FAR,CSI,HSS
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,0.0,40.3101921081543,percentile,1333,687,0,0,1.0,0.3400990099009901,0.6599009900990099,0.0
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,1.0,42.59284463882447,percentile,1323,676,11,10,0.9924981245311327,0.3381690845422711,0.6585365853658537,0.011122481456584073
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,2.0,45.865759201049805,percentile,1316,663,24,17,0.9872468117029257,0.3350176856998484,0.6593186372745491,0.02872666744919129
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,3.0,47.066867980957035,percentile,1308,651,36,25,0.981245311327832,0.332312404287902,0.6592741935483871,0.043181286287457626
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,4.0,48.16898132324219,percentile,1300,639,48,33,0.9752438109527382,0.32955131511088187,0.6592292089249493,0.05737653690872502
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,5.0,48.703280448913574,percentile,1291,628,59,42,0.9684921230307577,0.3272537780093799,0.6583375828658847,0.06853885722229945
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,6.0,49.232463226318366,percentile,1285,613,74,48,0.9639909977494373,0.32297154899894626,0.6603288797533402,0.08955154675729193
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,7.0,49.71093727111816,percentile,1277,601,86,56,0.9579894973743436,0.3200212992545261,0.6602895553257497,0.10296376004412384
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,8.0,50.09738098144531,percentile,1271,587,100,62,0.9534883720930233,0.3159311087190527,0.6619791666666667,0.1215578748746978
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,9.0,50.51382926940918,percentile,1262,576,111,71,0.9467366841710427,0.3133841131664853,0.6610790990047145,0.13178131842435323
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,10.0,50.91372337341309,percentile,1257,561,126,76,0.9429857464366092,0.3085808580858086,0.6636747624076029,0.15247472059606174
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,11.0,51.23639232635498,percentile,1254,543,144,79,0.940735183795949,0.3021702838063439,0.6684434968017058,0.17976130011920632
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,12.0,51.67286849975586,percentile,1246,531,156,87,0.9347336834208552,0.2988182329769274,0.6684549356223176,0.19185249346482658
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,13.0,51.954161148071286,percentile,1237,520,167,96,0.9279819954988747,0.29595902105862265,0.6675661090124123,0.20114943266664012
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,14.0,52.1947883605957,percentile,1233,504,183,100,0.9249812453113279,0.29015544041450775,0.6712030484485574,0.22315508246113802
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,15.0,52.4164405822754,percentile,1226,491,196,107,0.9197299324831207,0.28596389050669774,0.6721491228070176,0.23714759535655058
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,16.0,52.697071685791016,percentile,1216,480,207,117,0.9122280570142536,0.2830188679245283,0.670711527854385,0.24489243878064726
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,17.0,52.881383743286136,percentile,1209,467,220,124,0.9069767441860465,0.2786396181384248,0.6716666666666666,0.258480313845527
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,18.0,53.1155265045166,percentile,1203,453,234,130,0.9024756189047262,0.27355072463768115,0.673572228443449,0.2743412344936545
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,19.0,53.36741470336914,percentile,1197,439,248,136,0.8979744936234059,0.26833740831295844,0.6755079006772009,0.2899516078943443
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,20.0,53.496978759765625,percentile,1191,425,262,142,0.8934733683420856,0.2629950495049505,0.6774744027303754,0.3053173241852487
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,21.0,53.652156829833984,percentile,1184,413,274,149,0.8882220555138785,0.25860989355040703,0.6781214203894617,0.31653138655194046
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,22.0,53.831282958984374,percentile,1173,402,285,160,0.8799699924981246,0.25523809523809526,0.6760806916426513,0.3223297377642206
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,23.0,53.950260238647466,percentile,1166,389,298,167,0.8747186796699175,0.25016077170418005,0.6771196283391405,0.334695787646686
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,24.0,54.123600769042966,percentile,1156,379,308,177,0.8672168042010503,0.2469055374592834,0.6752336448598131,0.33974897857205844
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,25.0,54.32890605926514,percentile,1146,369,318,187,0.859714928732183,0.24356435643564356,0.6733254994124559,0.3447259870359458
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,26.0,54.47641700744629,percentile,1134,361,326,199,0.8507126781695424,0.24147157190635452,0.6694214876033058,0.3449495914621082
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,27.0,54.66109249114991,percentile,1126,348,339,207,0.8447111777944486,0.23609226594301222,0.6698393813206425,0.35585846467822224
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,28.0,54.82060424804688,percentile,1117,337,350,216,0.8379594898724682,0.23177441540577717,0.6688622754491018,0.36290903947584546
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,29.0,54.950981636047366,percentile,1106,328,359,227,0.8297074268567142,0.22873082287308227,0.6658639373871162,0.36528192330164366
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,30.0,55.02517509460449,percentile,1093,321,366,240,0.8199549887471868,0.22701555869872703,0.6608222490931076,0.3630790190735695
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,31.0,55.145032806396486,percentile,1078,316,371,255,0.808702175543886,0.2266857962697274,0.6537295330503335,0.3563992911252271
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,32.0,55.28950988769531,percentile,1064,309,378,269,0.7981995498874719,0.22505462490895847,0.6479902557856273,0.35340382853870683
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,33.0,55.42049011230469,percentile,1052,301,386,281,0.7891972993248312,0.22246858832224686,0.6438188494492044,0.35355450445447156
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,34.0,55.53544616699219,percentile,1037,297,390,296,0.7779444861215303,0.22263868065967016,0.6361963190184049,0.3457520252379163
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,35.0,55.6977725982666,percentile,1022,291,396,311,0.7666916729182296,0.22162985529322163,0.6293103448275862,0.34070748001314205
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,36.0,55.84923767089844,percentile,1010,283,404,323,0.7576894223555889,0.2188708430007734,0.625,0.3409433277591793
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,37.0,55.9585376739502,percentile,996,276,411,337,0.7471867966991748,0.2169811320754717,0.6190180236171535,0.3381643958036247
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,38.0,56.08236999511719,percentile,985,267,420,348,0.7389347336834209,0.213258785942492,0.615625,0.34055889266126926
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,39.0,56.277379455566404,percentile,971,261,426,362,0.7284321080270068,0.21185064935064934,0.609159347553325,0.33653101980822314
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,40.0,56.40940856933593,percentile,957,255,432,376,0.7179294823705926,0.2103960396039604,0.6026448362720404,0.3325576475565898
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,41.0,56.520413627624514,percentile,941,251,436,392,0.705926481620405,0.2105704697986577,0.5940656565656566,0.3244350961288403
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,42.0,56.656580963134765,percentile,924,248,439,409,0.6931732933233309,0.21160409556313994,0.5844402277039848,0.3143337184094634
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,43.0,56.7903345489502,percentile,912,239,448,421,0.6841710427606902,0.20764552562988706,0.5801526717557252,0.315996909364973
all_radars_all_dates,all,max_reflectivity_buffer,severe_obs,2.0,44.0,56.92493515014648,percentile,895,236,451,438,0.6714178544636159,0.20866489832007074,0.5704270235818993,0.30608745821937844
