scope,scope_value,field,obs_col,spatial_buffer_km,percentile,threshold,threshold_source,tp,fp,tn,fn,POD,FAR,CSI,HSS,objective_metric
by_date,2013-05-19,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,13,39,11,0.15384615384615385,0.8666666666666667,0.07692307692307693,-0.09090909090909091,HSS
by_date,2013-05-19,max_mesh_75_mh19_buffer,severe_obs,2.0,41.0,29.48036035075419,percentile,32,6,10,17,0.6530612244897959,0.15789473684210525,0.5818181818181818,0.22578974624546866,HSS
by_date,2013-05-19,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,29.0,27.173164745670935,percentile,13,33,19,0,1.0,0.717391304347826,0.2826086956521739,0.18719211822660098,HSS
by_date,2013-05-30,max_reflectivity_buffer,severe_obs,2.0,37.0,56.05307205200195,percentile,44,23,28,12,0.7857142857142857,0.34328358208955223,0.5569620253164557,0.3379883330387131,HSS
by_date,2013-05-30,max_reflectivity_buffer,sig_severe_obs,2.0,99.0,63.44494575500488,percentile,2,0,105,0,1.0,0.0,1.0,1.0,HSS
by_date,2013-05-30,max_hdr_size_buffer,severe_obs,2.0,36.0,21.069166107177733,percentile,45,23,28,11,0.8035714285714286,0.3382352941176471,0.569620253164557,0.35633404104741684,HSS
by_date,2013-05-30,max_hdr_size_buffer,sig_severe_obs,2.0,92.0,31.273409652709965,percentile,2,7,98,0,1.0,0.7777777777777778,0.2222222222222222,0.34355828220858897,HSS
by_date,2013-05-30,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,33,20,31,23,0.5892857142857143,0.37735849056603776,0.4342105263157895,0.1966125371049415,HSS
by_date,2013-05-30,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,24,81,0,1.0,0.9230769230769231,0.07692307692307693,0.11203319502074689,HSS
by_date,2013-05-30,max_mesh_75_mh19_buffer,severe_obs,2.0,46.0,31.784970686835333,percentile,39,19,32,17,0.6964285714285714,0.3275862068965517,0.52,0.3244475622588565,HSS
by_date,2013-05-30,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,100.0,51.598795968861495,percentile,1,0,105,1,0.5,0.0,0.5,0.6624605678233438,HSS
by_date,2013-06-01,max_reflectivity_buffer,severe_obs,2.0,74.0,60.68682289123535,percentile,9,3,11,23,0.28125,0.25,0.2571428571428571,0.04777070063694268,HSS
by_date,2013-06-01,max_reflectivity_buffer,sig_severe_obs,2.0,92.0,62.23243026733399,percentile,1,3,41,1,0.5,0.75,0.2,0.2923076923076923,HSS
by_date,2013-06-01,max_hdr_size_buffer,severe_obs,2.0,96.0,32.1486228942871,percentile,2,0,14,30,0.0625,0.0,0.0625,0.03899721448467967,HSS
by_date,2013-06-01,max_hdr_size_buffer,sig_severe_obs,2.0,83.0,30.19540576934814,percentile,1,7,37,1,0.5,0.875,0.1111111111111111,0.14018691588785046,HSS
by_date,2013-06-01,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,21,12,2,11,0.65625,0.36363636363636365,0.4772727272727273,-0.20501138952164008,HSS
by_date,2013-06-01,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,17,27,1,0.5,0.9444444444444444,0.05263157894736842,0.02358490566037736,HSS
by_date,2013-06-01,max_mesh_75_mh19_buffer,severe_obs,2.0,47.0,37.40740758391191,percentile,18,6,8,14,0.5625,0.25,0.47368421052631576,0.11538461538461539,HSS
by_date,2013-06-01,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,96.0,44.79282598866368,percentile,1,1,43,1,0.5,0.5,0.3333333333333333,0.4772727272727273,HSS
by_date,2015-03-25,max_reflectivity_buffer,severe_obs,2.0,22.0,52.4429224395752,percentile,88,30,18,16,0.8461538461538461,0.2542372881355932,0.6567164179104478,0.24,HSS
by_date,2015-03-25,max_reflectivity_buffer,sig_severe_obs,2.0,100.0,60.97901153564453,percentile,1,0,133,18,0.05263157894736842,0.0,0.05263157894736842,0.08860759493670886,HSS
by_date,2015-03-25,max_hdr_size_buffer,severe_obs,2.0,15.0,15.967498111724854,percentile,95,34,14,9,0.9134615384615384,0.26356589147286824,0.6884057971014492,0.2385834109972041,HSS
by_date,2015-03-25,max_hdr_size_buffer,sig_severe_obs,2.0,51.0,21.428962326049806,percentile,13,61,72,6,0.6842105263157895,0.8243243243243243,0.1625,0.10067114093959731,HSS
by_date,2015-03-25,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,21,7,39,83,0.20192307692307693,0.25,0.1891891891891892,0.034058385804235834,HSS
by_date,2015-03-25,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,5,126,18,0.05263157894736842,0.8333333333333334,0.041666666666666664,0.020442930153321975,HSS
by_date,2015-03-25,max_mesh_75_mh19_buffer,severe_obs,2.0,10.0,20.364292855290063,percentile,99,36,10,5,0.9519230769230769,0.26666666666666666,0.7071428571428572,0.2084942084942085,HSS
by_date,2015-03-25,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,71.0,33.69922133559627,percentile,8,36,95,11,0.42105263157894735,0.8181818181818182,0.14545454545454545,0.09359732579069169,HSS
by_date,2017-05-11,max_reflectivity_buffer,severe_obs,2.0,90.0,55.520240020751956,percentile,11,3,105,20,0.3548387096774194,0.21428571428571427,0.3235294117647059,0.40653424911824765,HSS
by_date,2017-05-11,max_reflectivity_buffer,sig_severe_obs,2.0,92.0,55.875813293457036,percentile,6,6,121,6,0.5,0.5,0.3333333333333333,0.452755905511811,HSS
by_date,2017-05-11,max_hdr_size_buffer,severe_obs,2.0,78.0,15.75743682861328,percentile,18,12,95,12,0.6,0.4,0.42857142857142855,0.48785046728971965,HSS
by_date,2017-05-11,max_hdr_size_buffer,sig_severe_obs,2.0,94.0,22.163061447143544,percentile,6,3,122,6,0.5,0.3333333333333333,0.4,0.5366403607666291,HSS
by_date,2017-05-11,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,4,0,101,25,0.13793103448275862,0.0,0.13793103448275862,0.19911286347954657,HSS
by_date,2017-05-11,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,0,119,9,0.18181818181818182,0.0,0.18181818181818182,0.2891859052247874,HSS
by_date,2017-05-11,max_mesh_75_mh19_buffer,severe_obs,2.0,88.0,29.340376191571742,percentile,13,3,101,16,0.4482758620689655,0.1875,0.40625,0.5002966185485466,HSS
by_date,2017-05-11,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,96.0,33.710415385121344,percentile,5,1,121,6,0.45454545454545453,0.16666666666666666,0.4166666666666667,0.5627054955378111,HSS
by_date,2020-04-28,max_reflectivity_buffer,severe_obs,2.0,50.0,53.650306701660156,percentile,45,20,35,30,0.6,0.3076923076923077,0.47368421052631576,0.23076923076923078,HSS
by_date,2020-04-28,max_reflectivity_buffer,sig_severe_obs,2.0,96.0,58.197259521484376,percentile,3,3,113,11,0.21428571428571427,0.5,0.17647058823529413,0.25164473684210525,HSS
by_date,2020-04-28,max_hdr_size_buffer,severe_obs,2.0,38.0,16.80273323059082,percentile,54,26,29,21,0.72,0.325,0.5346534653465347,0.25030674846625767,HSS
by_date,2020-04-28,max_hdr_size_buffer,sig_severe_obs,2.0,94.0,24.63263359069824,percentile,4,4,112,10,0.2857142857142857,0.5,0.2222222222222222,0.3095599393019727,HSS
by_date,2020-04-28,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,8,3,52,67,0.10666666666666667,0.2727272727272727,0.10256410256410256,0.04512067156348373,HSS
by_date,2020-04-28,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,0,116,13,0.07142857142857142,0.0,0.07142857142857142,0.12070759625390219,HSS
by_date,2020-04-28,max_mesh_75_mh19_buffer,severe_obs,2.0,69.0,31.73765696499436,percentile,32,8,47,43,0.4266666666666667,0.2,0.3855421686746988,0.25921787709497207,HSS
by_date,2020-04-28,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,79.0,33.521642528818795,percentile,8,20,96,6,0.5714285714285714,0.7142857142857143,0.23529411764705882,0.2771599657827203,HSS
by_date,2020-05-04,max_reflectivity_buffer,severe_obs,2.0,27.0,54.353022766113284,percentile,43,1,12,5,0.8958333333333334,0.022727272727272728,0.8775510204081632,0.7363112391930836,HSS
by_date,2020-05-04,max_reflectivity_buffer,sig_severe_obs,2.0,32.0,54.94027862548829,percentile,22,19,19,1,0.9565217391304348,0.4634146341463415,0.5238095238095238,0.39544103072348863,HSS
by_date,2020-05-04,max_hdr_size_buffer,severe_obs,2.0,24.0,17.901949310302733,percentile,44,2,11,4,0.9166666666666666,0.043478260869565216,0.88,0.7223065250379362,HSS
by_date,2020-05-04,max_hdr_size_buffer,sig_severe_obs,2.0,36.0,20.08279151916504,percentile,23,16,22,0,1.0,0.41025641025641024,0.5897435897435898,0.5090543259557344,HSS
by_date,2020-05-04,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,32,0,13,16,0.6666666666666666,0.0,0.6666666666666666,0.46017699115044247,HSS
by_date,2020-05-04,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,7,7,31,16,0.30434782608695654,0.5,0.23333333333333334,0.13019218846869188,HSS
by_date,2020-05-04,max_mesh_75_mh19_buffer,severe_obs,2.0,29.0,28.7260024834709,percentile,42,1,12,6,0.875,0.023255813953488372,0.8571428571428571,0.6999297259311315,HSS
by_date,2020-05-04,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,36.0,30.094882395091375,percentile,23,16,22,0,1.0,0.41025641025641024,0.5897435897435898,0.5090543259557344,HSS
by_date,2020-05-05,max_reflectivity_buffer,severe_obs,2.0,38.0,55.75196418762207,percentile,26,2,6,12,0.6842105263157895,0.07142857142857142,0.65,0.2907488986784141,HSS
by_date,2020-05-05,max_reflectivity_buffer,sig_severe_obs,2.0,98.0,61.7108154296875,percentile,1,0,38,7,0.125,0.0,0.125,0.19095477386934673,HSS
by_date,2020-05-05,max_hdr_size_buffer,severe_obs,2.0,43.0,20.22217903137207,percentile,25,1,7,13,0.6578947368421053,0.038461538461538464,0.6410256410256411,0.3347107438016529,HSS
by_date,2020-05-05,max_hdr_size_buffer,sig_severe_obs,2.0,78.0,26.365829849243163,percentile,4,6,32,4,0.5,0.6,0.2857142857142857,0.31137724550898205,HSS
by_date,2020-05-05,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,14,0,8,24,0.3684210526315789,0.0,0.3684210526315789,0.1686746987951807,HSS
by_date,2020-05-05,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,5,33,7,0.125,0.8333333333333334,0.07692307692307693,-0.0072992700729927005,HSS
by_date,2020-05-05,max_mesh_75_mh19_buffer,severe_obs,2.0,49.0,34.198805776506305,percentile,23,0,8,15,0.6052631578947368,0.0,0.6052631578947368,0.34782608695652173,HSS
by_date,2020-05-05,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,67.0,37.5589691972926,percentile,6,9,29,2,0.75,0.6,0.35294117647058826,0.38141809290953543,HSS
by_date,2020-08-31,max_reflectivity_buffer,severe_obs,2.0,59.0,56.19948974609375,percentile,5,0,1,7,0.4166666666666667,0.0,0.4166666666666667,0.09900990099009901,HSS
by_date,2020-08-31,max_reflectivity_buffer,sig_severe_obs,2.0,92.0,58.30403320312501,percentile,1,0,11,1,0.5,0.0,0.5,0.6285714285714286,HSS
by_date,2020-08-31,max_hdr_size_buffer,severe_obs,2.0,67.0,21.10955085754395,percentile,4,0,1,8,0.3333333333333333,0.0,0.3333333333333333,0.07142857142857142,HSS
by_date,2020-08-31,max_hdr_size_buffer,sig_severe_obs,2.0,51.0,20.750949935913084,percentile,2,4,7,0,1.0,0.6666666666666666,0.3333333333333333,0.35,HSS
by_date,2020-08-31,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,3,0,1,9,0.25,0.0,0.25,0.04878048780487805,HSS
by_date,2020-08-31,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,0,11,2,0.0,,0.0,0.0,HSS
by_date,2020-08-31,max_mesh_75_mh19_buffer,severe_obs,2.0,26.0,25.65607641817579,percentile,9,0,1,3,0.75,0.0,0.75,0.3157894736842105,HSS
by_date,2020-08-31,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,67.0,33.97454236355975,percentile,2,2,9,0,1.0,0.5,0.5,0.5806451612903226,HSS
by_date,2021-04-09,max_reflectivity_buffer,severe_obs,2.0,1.0,47.01309509277344,percentile,34,0,0,1,0.9714285714285714,0.0,0.9714285714285714,0.0,HSS
by_date,2021-04-09,max_reflectivity_buffer,sig_severe_obs,2.0,15.0,54.19871101379395,percentile,16,13,6,0,1.0,0.4482758620689655,0.5517241379310345,0.29675425038639874,HSS
by_date,2021-04-09,max_hdr_size_buffer,severe_obs,2.0,1.0,4.078062913417816,percentile,34,0,0,1,0.9714285714285714,0.0,0.9714285714285714,0.0,HSS
by_date,2021-04-09,max_hdr_size_buffer,sig_severe_obs,2.0,12.0,17.897653427124023,percentile,16,14,5,0,1.0,0.4666666666666667,0.5333333333333333,0.24615384615384617,HSS
by_date,2021-04-09,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,6,0,0,29,0.17142857142857143,0.0,0.17142857142857143,0.0,HSS
by_date,2021-04-09,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,0,19,16,0.0,,0.0,0.0,HSS
by_date,2021-04-09,max_mesh_75_mh19_buffer,severe_obs,2.0,1.0,14.19024608049642,percentile,34,0,0,1,0.9714285714285714,0.0,0.9714285714285714,0.0,HSS
by_date,2021-04-09,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,80.0,35.174767880819864,percentile,6,1,18,10,0.375,0.14285714285714285,0.35294117647058826,0.3373493975903614,HSS
by_date,2021-04-29,max_reflectivity_buffer,severe_obs,2.0,1.0,45.8965853881836,percentile,16,0,0,1,0.9411764705882353,0.0,0.9411764705882353,0.0,HSS
by_date,2021-04-29,max_reflectivity_buffer,sig_severe_obs,2.0,44.0,50.88030906677246,percentile,5,4,7,1,0.8333333333333334,0.4444444444444444,0.5,0.4217687074829932,HSS
by_date,2021-04-29,max_hdr_size_buffer,severe_obs,2.0,1.0,4.926737337112427,percentile,16,0,0,1,0.9411764705882353,0.0,0.9411764705882353,0.0,HSS
by_date,2021-04-29,max_hdr_size_buffer,sig_severe_obs,2.0,94.0,28.23994201660156,percentile,1,0,11,5,0.16666666666666666,0.0,0.16666666666666666,0.205607476635514,HSS
by_date,2021-04-29,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,0,0,0,16,0.0,,0.0,0.0,HSS
by_date,2021-04-29,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,0,10,6,0.0,,0.0,0.0,HSS
by_date,2021-04-29,max_mesh_75_mh19_buffer,severe_obs,2.0,1.0,5.137762086664877,percentile,16,0,0,1,0.9411764705882353,0.0,0.9411764705882353,0.0,HSS
by_date,2021-04-29,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,82.0,23.609911685503132,percentile,2,1,10,4,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.27350427350427353,HSS
by_date,2023-04-19,max_reflectivity_buffer,severe_obs,2.0,48.0,56.75824035644531,percentile,50,2,8,40,0.5555555555555556,0.038461538461538464,0.5434782608695652,0.1322314049586777,HSS
by_date,2023-04-19,max_reflectivity_buffer,sig_severe_obs,2.0,84.0,59.8546092224121,percentile,8,8,72,12,0.4,0.5,0.2857142857142857,0.32432432432432434,HSS
by_date,2023-04-19,max_hdr_size_buffer,severe_obs,2.0,28.0,20.426980438232423,percentile,67,5,5,23,0.7444444444444445,0.06944444444444445,0.7052631578947368,0.13580246913580246,HSS
by_date,2023-04-19,max_hdr_size_buffer,sig_severe_obs,2.0,64.0,25.018053970336915,percentile,12,24,56,8,0.6,0.6666666666666666,0.2727272727272727,0.23076923076923078,HSS
by_date,2023-04-19,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,9,0,10,79,0.10227272727272728,0.0,0.10227272727272728,0.022721534965917698,HSS
by_date,2023-04-19,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,1,77,20,0.0,1.0,0.0,-0.019821605550049554,HSS
by_date,2023-04-19,max_mesh_75_mh19_buffer,severe_obs,2.0,21.0,28.674196868781927,percentile,73,5,5,16,0.8202247191011236,0.0641025641025641,0.776595744680851,0.21517553793884484,HSS
by_date,2023-04-19,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,73.0,35.60877924744667,percentile,11,16,63,9,0.55,0.5925925925925926,0.3055555555555556,0.30730478589420657,HSS
by_date,2023-04-20,max_reflectivity_buffer,severe_obs,2.0,18.0,53.91418922424317,percentile,38,4,2,8,0.8260869565217391,0.09523809523809523,0.76,0.12359550561797752,HSS
by_date,2023-04-20,max_reflectivity_buffer,sig_severe_obs,2.0,36.0,56.237629089355465,percentile,12,21,13,6,0.6666666666666666,0.6363636363636364,0.3076923076923077,0.040983606557377046,HSS
by_date,2023-04-20,max_hdr_size_buffer,severe_obs,2.0,14.0,17.75235626220703,percentile,40,4,2,6,0.8695652173913043,0.09090909090909091,0.8,0.17721518987341772,HSS
by_date,2023-04-20,max_hdr_size_buffer,sig_severe_obs,2.0,79.0,25.737509155273436,percentile,6,5,29,12,0.3333333333333333,0.45454545454545453,0.2608695652173913,0.20503597122302158,HSS
by_date,2023-04-20,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,7,2,4,39,0.15217391304347827,0.2222222222222222,0.14583333333333334,-0.04921259842519685,HSS
by_date,2023-04-20,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,2,32,17,0.05555555555555555,0.6666666666666666,0.05,-0.0040650406504065045,HSS
by_date,2023-04-20,max_mesh_75_mh19_buffer,severe_obs,2.0,16.0,26.826581616041246,percentile,39,4,2,7,0.8478260869565217,0.09302325581395349,0.78,0.1488095238095238,HSS
by_date,2023-04-20,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,32.0,29.28498622529806,percentile,15,20,14,3,0.8333333333333334,0.5714285714285714,0.39473684210526316,0.20053475935828877,HSS
by_date,2023-06-15,max_reflectivity_buffer,severe_obs,2.0,58.0,63.02564826965332,percentile,14,0,4,16,0.4666666666666667,0.0,0.4666666666666667,0.17073170731707318,HSS
by_date,2023-06-15,max_reflectivity_buffer,sig_severe_obs,2.0,52.0,60.99013061523438,percentile,12,4,17,1,0.9230769230769231,0.25,0.7058823529411765,0.7017543859649122,HSS
by_date,2023-06-15,max_hdr_size_buffer,severe_obs,2.0,22.0,24.695689392089843,percentile,24,2,2,6,0.8,0.07692307692307693,0.75,0.20930232558139536,HSS
by_date,2023-06-15,max_hdr_size_buffer,sig_severe_obs,2.0,70.0,34.63944435119629,percentile,10,0,21,3,0.7692307692307693,0.0,0.7692307692307693,0.8045977011494253,HSS
by_date,2023-06-15,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,23,3,1,7,0.7666666666666667,0.11538461538461539,0.696969696969697,0.011627906976744186,HSS
by_date,2023-06-15,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,12,7,14,1,0.9230769230769231,0.3684210526315789,0.6,0.5420875420875421,HSS
by_date,2023-06-15,max_mesh_75_mh19_buffer,severe_obs,2.0,43.0,41.79018312061879,percentile,18,1,3,12,0.6,0.05263157894736842,0.5806451612903226,0.1596958174904943,HSS
by_date,2023-06-15,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,67.0,47.07212154520678,percentile,10,1,20,3,0.7692307692307693,0.09090909090909091,0.7142857142857143,0.7433962264150943,HSS
by_date,2023-06-16,max_reflectivity_buffer,severe_obs,2.0,4.0,53.272425231933596,percentile,28,0,2,0,1.0,0.0,1.0,1.0,HSS
by_date,2023-06-16,max_reflectivity_buffer,sig_severe_obs,2.0,59.0,59.717712326049806,percentile,5,7,17,1,0.8333333333333334,0.5833333333333334,0.38461538461538464,0.3939393939393939,HSS
by_date,2023-06-16,max_hdr_size_buffer,severe_obs,2.0,4.0,16.759216918945313,percentile,28,0,2,0,1.0,0.0,1.0,1.0,HSS
by_date,2023-06-16,max_hdr_size_buffer,sig_severe_obs,2.0,56.0,26.00657638549805,percentile,6,7,17,0,1.0,0.5384615384615384,0.46153846153846156,0.4927536231884058,HSS
by_date,2023-06-16,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,10,0,2,18,0.35714285714285715,0.0,0.35714285714285715,0.06896551724137931,HSS
by_date,2023-06-16,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,0,24,6,0.0,,0.0,0.0,HSS
by_date,2023-06-16,max_mesh_75_mh19_buffer,severe_obs,2.0,4.0,21.12586409121934,percentile,28,0,2,0,1.0,0.0,1.0,1.0,HSS
by_date,2023-06-16,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,59.0,36.46729391581661,percentile,5,7,17,1,0.8333333333333334,0.5833333333333334,0.38461538461538464,0.3939393939393939,HSS
by_date,2023-09-24,max_reflectivity_buffer,severe_obs,2.0,12.0,57.62920333862305,percentile,32,0,5,0,1.0,0.0,1.0,1.0,HSS
by_date,2023-09-24,max_reflectivity_buffer,sig_severe_obs,2.0,64.0,61.451869049072265,percentile,9,4,19,5,0.6428571428571429,0.3076923076923077,0.5,0.4755905511811024,HSS
by_date,2023-09-24,max_hdr_size_buffer,severe_obs,2.0,17.0,21.758470916748045,percentile,30,0,5,2,0.9375,0.0,0.9375,0.8021390374331551,HSS
by_date,2023-09-24,max_hdr_size_buffer,sig_severe_obs,2.0,42.0,26.824509353637694,percentile,12,9,14,2,0.8571428571428571,0.42857142857142855,0.5217391304347826,0.4243281471004243,HSS
by_date,2023-09-24,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,27,0,5,5,0.84375,0.0,0.84375,0.5934065934065934,HSS
by_date,2023-09-24,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,8,7,16,6,0.5714285714285714,0.4666666666666667,0.38095238095238093,0.26339969372128635,HSS
by_date,2023-09-24,max_mesh_75_mh19_buffer,severe_obs,2.0,17.0,32.712678271403966,percentile,30,0,5,2,0.9375,0.0,0.9375,0.8021390374331551,HSS
by_date,2023-09-24,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,73.0,44.48181968268134,percentile,7,3,20,7,0.5,0.3,0.4117647058823529,0.39144736842105265,HSS
by_date,2024-05-20,max_reflectivity_buffer,severe_obs,2.0,13.0,55.11785316467285,percentile,33,11,5,2,0.9428571428571428,0.25,0.717391304347826,0.3013698630136986,HSS
by_date,2024-05-20,max_reflectivity_buffer,sig_severe_obs,2.0,95.0,63.73059844970703,percentile,1,2,45,3,0.25,0.6666666666666666,0.16666666666666666,0.23423423423423423,HSS
by_date,2024-05-20,max_hdr_size_buffer,severe_obs,2.0,15.0,19.38038682937622,percentile,33,10,6,2,0.9428571428571428,0.23255813953488372,0.7333333333333333,0.3677685950413223,HSS
by_date,2024-05-20,max_hdr_size_buffer,sig_severe_obs,2.0,81.0,29.011198043823242,percentile,2,8,39,2,0.5,0.8,0.16666666666666666,0.19558359621451105,HSS
by_date,2024-05-20,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,15,5,11,20,0.42857142857142855,0.25,0.375,0.09252669039145907,HSS
by_date,2024-05-20,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,4,43,3,0.25,0.8,0.125,0.14797136038186157,HSS
by_date,2024-05-20,max_mesh_75_mh19_buffer,severe_obs,2.0,31.0,32.07645391034419,percentile,28,7,9,7,0.8,0.2,0.6666666666666666,0.3625,HSS
by_date,2024-05-20,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,37.0,32.8075844492287,percentile,4,28,19,0,1.0,0.875,0.125,0.09620253164556962,HSS
by_date,2024-09-24,max_reflectivity_buffer,severe_obs,2.0,8.0,49.34620109558105,percentile,23,1,2,1,0.9583333333333334,0.041666666666666664,0.92,0.625,HSS
by_date,2024-09-24,max_reflectivity_buffer,sig_severe_obs,2.0,81.0,61.65634590148927,percentile,4,1,17,5,0.4444444444444444,0.2,0.4,0.4375,HSS
by_date,2024-09-24,max_hdr_size_buffer,severe_obs,2.0,5.0,13.241209983825684,percentile,23,1,1,1,0.9583333333333334,0.041666666666666664,0.92,0.4583333333333333,HSS
by_date,2024-09-24,max_hdr_size_buffer,sig_severe_obs,2.0,29.0,22.481409788131714,percentile,9,9,8,0,1.0,0.5,0.5,0.38095238095238093,HSS
by_date,2024-09-24,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,13,0,1,11,0.5416666666666666,0.0,0.5416666666666666,0.08637873754152824,HSS
by_date,2024-09-24,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,0,16,9,0.0,,0.0,0.0,HSS
by_date,2024-09-24,max_mesh_75_mh19_buffer,severe_obs,2.0,4.0,13.527952544824412,percentile,24,1,2,0,1.0,0.04,0.96,0.7804878048780488,HSS
by_date,2024-09-24,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,39.0,32.39049478053365,percentile,8,8,10,1,0.8888888888888888,0.5,0.47058823529411764,0.37209302325581395,HSS
by_date,2025-03-30,max_reflectivity_buffer,severe_obs,2.0,4.0,47.543945465087894,percentile,38,16,3,0,1.0,0.2962962962962963,0.7037037037037037,0.2,HSS
