scope,scope_value,field,obs_col,spatial_buffer_km,percentile,threshold,threshold_source,tp,fp,tn,fn,POD,FAR,CSI,HSS
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,19.0,53.38596244812012,percentile,253,1370,353,28,0.900355871886121,0.8441158348736907,0.1532404603270745,0.03509500635442175
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,20.0,53.556878662109376,percentile,253,1350,373,28,0.900355871886121,0.8421709295071741,0.15511955855303494,0.03935713912998104
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,21.0,53.84172149658203,percentile,251,1332,391,30,0.8932384341637011,0.8414403032217309,0.15561066336019838,0.04088888576538841
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,22.0,54.01371849060059,percentile,249,1314,409,32,0.8861209964412812,0.8406909788867563,0.1561128526645768,0.042451996293890244
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,23.0,54.13544044494629,percentile,248,1295,428,33,0.8825622775800712,0.8392741412832145,0.15736040609137056,0.04548496662637682
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,24.0,54.314735870361325,percentile,248,1275,448,33,0.8825622775800712,0.8371634931057124,0.15938303341902313,0.05003388552852364
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,25.0,54.45330619812012,percentile,246,1257,466,35,0.8754448398576512,0.8363273453093812,0.1599479843953186,0.05174311926605504
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,26.0,54.686556549072264,percentile,246,1237,486,35,0.8754448398576512,0.8341200269723533,0.16205533596837945,0.056455965146708816
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,27.0,54.81518821716309,percentile,245,1218,505,36,0.8718861209964412,0.8325358851674641,0.16344229486324216,0.05977094923992712
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,28.0,54.933349609375,percentile,241,1202,521,40,0.8576512455516014,0.832986832986833,0.16250842886041808,0.05861047758450488
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,29.0,55.028965377807616,percentile,238,1185,538,43,0.8469750889679716,0.8327477160927618,0.16234652114597545,0.05895705310333488
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,30.0,55.18721618652344,percentile,235,1168,555,46,0.8362989323843416,0.8325017818959373,0.1621808143547274,0.059311358144030935
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,31.0,55.301559410095216,percentile,234,1149,574,47,0.8327402135231317,0.8308026030368764,0.16363636363636364,0.06280807535749058
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,32.0,55.431077270507814,percentile,231,1132,591,50,0.8220640569395018,0.8305209097578871,0.16348195329087048,0.06321438599682824
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,33.0,55.53568145751952,percentile,230,1113,610,51,0.8185053380782918,0.8287416232315711,0.1649928263988522,0.06683681837638465
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,34.0,55.64473266601563,percentile,230,1092,631,51,0.8185053380782918,0.8260211800302572,0.16751638747268754,0.0724356212400504
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,35.0,55.78460960388183,percentile,225,1077,646,56,0.800711743772242,0.8271889400921659,0.16568483063328424,0.06968591432954412
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,36.0,55.94515090942384,percentile,223,1059,664,58,0.7935943060498221,0.8260530421216848,0.1664179104477612,0.07185599941619591
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,37.0,56.051410293579096,percentile,219,1043,680,62,0.7793594306049823,0.8264659270998416,0.16540785498489427,0.0707146837839834
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,38.0,56.19984558105469,percentile,216,1026,697,65,0.7686832740213523,0.8260869565217391,0.16526396327467482,0.07124797373760029
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,39.0,56.39780075073242,percentile,215,1007,716,66,0.7651245551601423,0.8240589198036007,0.1669254658385093,0.07524186667400638
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,40.0,56.46560821533203,percentile,209,993,730,72,0.7437722419928826,0.8261231281198004,0.1640502354788069,0.07060940390383591
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,41.0,56.58288146972656,percentile,207,975,748,74,0.7366548042704626,0.8248730964467005,0.16480891719745222,0.07292923519823882
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,42.0,56.734513397216794,percentile,204,958,765,77,0.7259786476868327,0.8244406196213425,0.16464891041162227,0.07351853373880168
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,43.0,56.85320362091065,percentile,202,940,783,79,0.7188612099644128,0.8231173380035026,0.16543816543816545,0.07593688005907992
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,44.0,57.04942794799805,percentile,199,923,800,82,0.708185053380783,0.8226381461675579,0.16528239202657807,0.07658153328124828
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,45.0,57.19390029907227,percentile,194,908,815,87,0.6903914590747331,0.8239564428312159,0.1631623212783852,0.07351891638726368
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,46.0,57.34158332824707,percentile,191,891,832,90,0.6797153024911032,0.8234750462107209,0.16296928327645052,0.0741482399659409
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,47.0,57.449283599853516,percentile,186,876,847,95,0.6619217081850534,0.8248587570621468,0.16076058772687987,0.07096777889815749
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,48.0,57.601601715087895,percentile,180,862,861,101,0.6405693950177936,0.8272552783109405,0.15748031496062992,0.06575823648101746
all_radars_all_dates,all,max_reflectivity,sig_severe_obs,0.0,49.0,57.69421604156494,percentile,178,844,879,103,0.6334519572953736,0.8258317025440313,0.1582222222222222,0.06827215383769432
