scope,scope_value,field,obs_col,spatial_buffer_km,percentile,threshold,threshold_source,tp,fp,tn,fn,POD,FAR,CSI,HSS
by_radar,KCRI,max_reflectivity,severe_obs,0.0,0.0,40.0,percentile,601,307,0,0,1.0,0.3381057268722467,0.6618942731277533,0.0
by_radar,KCRI,max_reflectivity,severe_obs,0.0,1.0,41.66999671936035,percentile,592,306,1,9,0.9850249584026622,0.34075723830734966,0.6527012127894156,-0.015349880722480972
by_radar,KCRI,max_reflectivity,severe_obs,0.0,2.0,45.70000175476074,percentile,590,299,8,11,0.9816971713810316,0.3363329583802025,0.6555555555555556,0.010065343846494714
by_radar,KCRI,max_reflectivity,severe_obs,0.0,3.0,47.0839775466919,percentile,587,293,14,14,0.9767054908485857,0.33295454545454545,0.656599552572707,0.02868412616555396
by_radar,KCRI,max_reflectivity,severe_obs,0.0,4.0,47.68115310668945,percentile,581,290,17,20,0.9667221297836939,0.33295063145809417,0.6520763187429854,0.028152772119295386
by_radar,KCRI,max_reflectivity,severe_obs,0.0,5.0,48.19565410614014,percentile,577,285,22,24,0.9600665557404326,0.3306264501160093,0.6512415349887133,0.04005747912960175
by_radar,KCRI,max_reflectivity,severe_obs,0.0,6.0,49.05566665649414,percentile,575,278,29,26,0.956738768718802,0.32590855803048063,0.6541524459613197,0.06406352780019395
by_radar,KCRI,max_reflectivity,severe_obs,0.0,7.0,49.75434951782226,percentile,574,270,37,27,0.9550748752079867,0.31990521327014215,0.6590126291618829,0.09374537926955494
by_radar,KCRI,max_reflectivity,severe_obs,0.0,8.0,50.006842041015624,percentile,570,265,42,31,0.9484193011647255,0.31736526946107785,0.6581986143187067,0.10475720976090708
by_radar,KCRI,max_reflectivity,severe_obs,0.0,9.0,50.320461692810056,percentile,568,258,49,33,0.9450915141430949,0.31234866828087166,0.6612339930151339,0.12756880976279783
by_radar,KCRI,max_reflectivity,severe_obs,0.0,10.0,50.82655982971191,percentile,564,253,54,37,0.9384359400998337,0.30966952264381886,0.6604215456674473,0.1380969526365749
by_radar,KCRI,max_reflectivity,severe_obs,0.0,11.0,51.18873348236084,percentile,560,248,59,41,0.9317803660565723,0.3069306930693069,0.6595995288574794,0.14844429444826646
by_radar,KCRI,max_reflectivity,severe_obs,0.0,12.0,51.797701110839846,percentile,555,244,63,46,0.9234608985024958,0.3053817271589487,0.6568047337278107,0.15277250468143705
by_radar,KCRI,max_reflectivity,severe_obs,0.0,13.0,52.10762321472168,percentile,555,235,72,46,0.9234608985024958,0.2974683544303797,0.6638755980861244,0.18599576325259692
by_radar,KCRI,max_reflectivity,severe_obs,0.0,14.0,52.32553329467773,percentile,554,227,80,47,0.9217970049916805,0.2906530089628681,0.6690821256038647,0.21291767638740375
by_radar,KCRI,max_reflectivity,severe_obs,0.0,15.0,52.47674102783204,percentile,550,221,86,51,0.9151414309484193,0.28664072632944226,0.6690997566909975,0.22586307415510573
by_radar,KCRI,max_reflectivity,severe_obs,0.0,16.0,52.64707321166992,percentile,546,216,91,55,0.908485856905158,0.28346456692913385,0.6682986536107711,0.2350534692862472
by_radar,KCRI,max_reflectivity,severe_obs,0.0,17.0,52.748037376403815,percentile,543,210,97,58,0.9034941763727121,0.2788844621513944,0.6695437731196054,0.24969320991841543
by_radar,KCRI,max_reflectivity,severe_obs,0.0,18.0,52.898789138793944,percentile,538,206,101,63,0.8951747088186356,0.2768817204301075,0.6666666666666666,0.2529880234393159
by_radar,KCRI,max_reflectivity,severe_obs,0.0,19.0,53.0687837600708,percentile,532,203,104,69,0.8851913477537438,0.2761904761904762,0.6616915422885572,0.25072053103896025
by_radar,KCRI,max_reflectivity,severe_obs,0.0,20.0,53.37137680053711,percentile,526,200,107,75,0.8752079866888519,0.27548209366391185,0.6566791510611736,0.24848915320347675
by_radar,KCRI,max_reflectivity,severe_obs,0.0,21.0,53.50653961181641,percentile,523,194,113,78,0.870216306156406,0.2705718270571827,0.6578616352201258,0.2625600907706548
by_radar,KCRI,max_reflectivity,severe_obs,0.0,22.0,53.77741050720215,percentile,518,190,117,83,0.8618968386023295,0.268361581920904,0.6548672566371682,0.26565073647039306
by_radar,KCRI,max_reflectivity,severe_obs,0.0,23.0,53.98703006744385,percentile,513,186,121,88,0.8535773710482529,0.26609442060085836,0.6518424396442185,0.26869330574188277
by_radar,KCRI,max_reflectivity,severe_obs,0.0,24.0,54.099185638427734,percentile,505,185,122,96,0.8402662229617305,0.26811594202898553,0.6424936386768448,0.2557984879596789
by_radar,KCRI,max_reflectivity,severe_obs,0.0,25.0,54.241719245910645,percentile,500,181,126,101,0.831946755407654,0.2657856093979442,0.639386189258312,0.2588699080157687
by_radar,KCRI,max_reflectivity,severe_obs,0.0,26.0,54.36127937316895,percentile,499,173,134,102,0.8302828618968386,0.25744047619047616,0.6447028423772609,0.2827598092721319
by_radar,KCRI,max_reflectivity,severe_obs,0.0,27.0,54.46059871673584,percentile,494,169,138,107,0.8219633943427621,0.2549019607843137,0.6415584415584416,0.28558152263773356
by_radar,KCRI,max_reflectivity,severe_obs,0.0,28.0,54.690570678710934,percentile,493,161,146,108,0.8202995008319468,0.24617737003058104,0.6469816272965879,0.30891373729600036
by_radar,KCRI,max_reflectivity,severe_obs,0.0,29.0,54.82160800933838,percentile,490,154,153,111,0.8153078202995009,0.2391304347826087,0.6490066225165563,0.32480666270077335
by_radar,KCRI,max_reflectivity,severe_obs,0.0,30.0,54.949636459350586,percentile,484,151,156,117,0.8053244592346089,0.2377952755905512,0.6436170212765957,0.32219554451308846
by_radar,KCRI,max_reflectivity,severe_obs,0.0,31.0,55.020340347290045,percentile,478,148,159,123,0.7953410981697171,0.2364217252396166,0.6381842456608812,0.3196226331622722
by_radar,KCRI,max_reflectivity,severe_obs,0.0,32.0,55.124250946044924,percentile,472,145,162,129,0.7853577371048253,0.23500810372771475,0.6327077747989276,0.317087096154374
by_radar,KCRI,max_reflectivity,severe_obs,0.0,33.0,55.33318286895752,percentile,468,140,167,133,0.778702163061564,0.23026315789473684,0.631578947368421,0.32448576941104657
by_radar,KCRI,max_reflectivity,severe_obs,0.0,34.0,55.47522552490234,percentile,464,135,172,137,0.7720465890183028,0.22537562604340566,0.6304347826086957,0.33177850769205797
by_radar,KCRI,max_reflectivity,severe_obs,0.0,35.0,55.57483348846436,percentile,459,131,176,142,0.7637271214642263,0.22203389830508474,0.6270491803278688,0.3340891018890632
by_radar,KCRI,max_reflectivity,severe_obs,0.0,36.0,55.74501022338867,percentile,453,128,179,148,0.7537437603993344,0.22030981067125646,0.6213991769547325,0.33152304384706077
by_radar,KCRI,max_reflectivity,severe_obs,0.0,37.0,55.985681037902836,percentile,446,126,181,155,0.7420965058236273,0.2202797202797203,0.6134800550206327,0.3241828680404725
by_radar,KCRI,max_reflectivity,severe_obs,0.0,38.0,56.09790824890137,percentile,438,125,182,163,0.7287853577371048,0.22202486678507993,0.6033057851239669,0.31216825448596214
by_radar,KCRI,max_reflectivity,severe_obs,0.0,39.0,56.277694129943846,percentile,433,121,186,168,0.7204658901830283,0.2184115523465704,0.5997229916897507,0.31455050779454174
by_radar,KCRI,max_reflectivity,severe_obs,0.0,40.0,56.452694702148435,percentile,428,117,190,173,0.7121464226289518,0.21467889908256882,0.596100278551532,0.31690005655316256
by_radar,KCRI,max_reflectivity,severe_obs,0.0,41.0,56.55138637542725,percentile,423,113,194,178,0.7038269550748752,0.21082089552238806,0.592436974789916,0.3192175696426915
by_radar,KCRI,max_reflectivity,severe_obs,0.0,42.0,56.64041931152344,percentile,420,107,200,181,0.6988352745424293,0.2030360531309298,0.5932203389830508,0.33079816772014226
by_radar,KCRI,max_reflectivity,severe_obs,0.0,43.0,56.76266288757324,percentile,415,102,205,186,0.6905158069883528,0.19729206963249515,0.5903271692745377,0.3357953823880521
by_radar,KCRI,max_reflectivity,severe_obs,0.0,44.0,57.002786560058595,percentile,408,100,207,193,0.6788685524126455,0.1968503937007874,0.5820256776034237,0.32877514153942416
by_radar,KCRI,max_reflectivity,severe_obs,0.0,45.0,57.17241992950439,percentile,401,98,209,200,0.6672212978369384,0.1963927855711423,0.5736766809728183,0.32184801078691333
by_radar,KCRI,max_reflectivity,severe_obs,0.0,46.0,57.296387176513676,percentile,396,94,213,205,0.6589018302828619,0.19183673469387755,0.5697841726618705,0.32405489383738995
by_radar,KCRI,max_reflectivity,severe_obs,0.0,47.0,57.417569122314454,percentile,389,92,215,212,0.6472545757071547,0.19126819126819128,0.5613275613275613,0.31724932845899273
by_radar,KCRI,max_reflectivity,severe_obs,0.0,48.0,57.55636535644531,percentile,382,90,217,219,0.6356073211314476,0.1906779661016949,0.552821997105644,0.3105322651988008
by_radar,KCRI,max_reflectivity,severe_obs,0.0,49.0,57.69372425079346,percentile,376,87,220,225,0.6256239600665557,0.1879049676025918,0.5465116279069767,0.3083357341315377
by_radar,KCRI,max_reflectivity,severe_obs,0.0,50.0,57.77680206298828,percentile,372,82,225,229,0.6189683860232945,0.18061674008810572,0.5446559297218155,0.31497797356828194
by_radar,KCRI,max_reflectivity,severe_obs,0.0,51.0,57.89618309020996,percentile,365,80,227,236,0.6073211314475874,0.1797752808988764,0.5359765051395007,0.3084039163320301
by_radar,KCRI,max_reflectivity,severe_obs,0.0,52.0,58.029208221435546,percentile,361,75,232,240,0.6006655574043261,0.1720183486238532,0.5340236686390533,0.3149615351452851
by_radar,KCRI,max_reflectivity,severe_obs,0.0,53.0,58.15632335662842,percentile,353,74,233,248,0.5873544093178037,0.17330210772833723,0.522962962962963,0.30414832091772376
by_radar,KCRI,max_reflectivity,severe_obs,0.0,54.0,58.24909439086914,percentile,348,70,237,253,0.5790349417637272,0.1674641148325359,0.518628912071535,0.30635548323620676
by_radar,KCRI,max_reflectivity,severe_obs,0.0,55.0,58.49392147064209,percentile,341,68,239,260,0.56738768718802,0.16625916870415647,0.5097159940209267,0.2999985897682989
by_radar,KCRI,max_reflectivity,severe_obs,0.0,56.0,58.628219757080075,percentile,334,66,241,267,0.5557404326123128,0.165,0.5007496251874063,0.2937202761919889
