scope,scope_value,field,obs_col,spatial_buffer_km,percentile,threshold,threshold_source,tp,fp,tn,fn,POD,FAR,CSI,HSS,objective_metric
by_date,2013-06-01,max_reflectivity_buffer,severe_obs,2.0,93.0,62.1919250869751,percentile,4,0,20,34,0.10526315789473684,0.0,0.10526315789473684,0.075046904315197,HSS
by_date,2013-06-01,max_reflectivity_buffer,sig_severe_obs,2.0,55.0,59.72011508941651,percentile,2,24,32,0,1.0,0.9230769230769231,0.07692307692307693,0.08421052631578947,HSS
by_date,2013-06-01,max_hdr_size_buffer,severe_obs,2.0,93.0,32.0184342956543,percentile,4,0,20,34,0.10526315789473684,0.0,0.10526315789473684,0.075046904315197,HSS
by_date,2013-06-01,max_hdr_size_buffer,sig_severe_obs,2.0,53.0,27.077383728027343,percentile,2,25,31,0,1.0,0.9259259259259259,0.07407407407407407,0.07878017789072427,HSS
by_date,2013-06-01,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,27,17,3,11,0.7105263157894737,0.38636363636363635,0.4909090909090909,-0.1501416430594901,HSS
by_date,2013-06-01,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,20,36,0,1.0,0.9090909090909091,0.09090909090909091,0.11042944785276074,HSS
by_date,2013-06-01,max_mesh_75_mh19_buffer,severe_obs,2.0,93.0,45.37120664129878,percentile,4,0,20,34,0.10526315789473684,0.0,0.10526315789473684,0.075046904315197,HSS
by_date,2013-06-01,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,74.0,41.29328261268917,percentile,2,13,43,0,1.0,0.8666666666666667,0.13333333333333333,0.1857451403887689,HSS
by_date,2015-03-25,max_reflectivity_buffer,severe_obs,2.0,40.0,54.799102020263675,percentile,80,27,34,37,0.6837606837606838,0.2523364485981308,0.5555555555555556,0.23203451530268301,HSS
by_date,2015-03-25,max_reflectivity_buffer,sig_severe_obs,2.0,93.0,60.63964603424073,percentile,4,9,149,16,0.2,0.6923076923076923,0.13793103448275862,0.16884572282405677,HSS
by_date,2015-03-25,max_hdr_size_buffer,severe_obs,2.0,43.0,20.533929805755616,percentile,76,25,36,41,0.6495726495726496,0.24752475247524752,0.5352112676056338,0.22557679630850364,HSS
by_date,2015-03-25,max_hdr_size_buffer,sig_severe_obs,2.0,63.0,23.958129119873046,percentile,12,54,104,8,0.6,0.8181818181818182,0.16216216216216217,0.12882854436375119,HSS
by_date,2015-03-25,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,45,12,49,72,0.38461538461538464,0.21052631578947367,0.3488372093023256,0.15209254848587955,HSS
by_date,2015-03-25,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,19,139,19,0.05,0.95,0.02564102564102564,-0.07025316455696203,HSS
by_date,2015-03-25,max_mesh_75_mh19_buffer,severe_obs,2.0,50.0,32.638540447625715,percentile,68,21,40,49,0.5811965811965812,0.23595505617977527,0.4927536231884058,0.21348314606741572,HSS
by_date,2015-03-25,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,68.0,35.33587086103012,percentile,11,46,112,9,0.55,0.8070175438596491,0.16666666666666666,0.14318221599859968,HSS
by_date,2017-05-11,max_reflectivity_buffer,severe_obs,2.0,86.0,56.6187622833252,percentile,21,5,134,20,0.5121951219512195,0.19230769230769232,0.45652173913043476,0.5467365028203062,HSS
by_date,2017-05-11,max_reflectivity_buffer,sig_severe_obs,2.0,96.0,63.34607376098633,percentile,7,1,162,10,0.4117647058823529,0.125,0.3888888888888889,0.5316934720908231,HSS
by_date,2017-05-11,max_hdr_size_buffer,severe_obs,2.0,87.0,22.64023651123048,percentile,20,3,133,21,0.4878048780487805,0.13043478260869565,0.45454545454545453,0.5500953187883922,HSS
by_date,2017-05-11,max_hdr_size_buffer,sig_severe_obs,2.0,96.0,31.179352798461903,percentile,7,1,159,10,0.4117647058823529,0.125,0.3888888888888889,0.5311822778714183,HSS
by_date,2017-05-11,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,16,1,130,23,0.41025641025641024,0.058823529411764705,0.4,0.5020746887966805,HSS
by_date,2017-05-11,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,7,5,149,9,0.4375,0.4166666666666667,0.3333333333333333,0.45612431444241314,HSS
by_date,2017-05-11,max_mesh_75_mh19_buffer,severe_obs,2.0,87.0,34.03509076737217,percentile,21,2,132,19,0.525,0.08695652173913043,0.5,0.5994299495724622,HSS
by_date,2017-05-11,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,95.0,43.78168772234463,percentile,7,2,156,9,0.4375,0.2222222222222222,0.3888888888888889,0.5288035450516987,HSS
by_date,2020-04-28,max_reflectivity_buffer,severe_obs,2.0,56.0,54.86596817016601,percentile,77,35,96,46,0.6260162601626016,0.3125,0.4873417721518987,0.3598232621818408,HSS
by_date,2020-04-28,max_reflectivity_buffer,sig_severe_obs,2.0,96.0,59.24303527832031,percentile,5,6,229,14,0.2631578947368421,0.5454545454545454,0.2,0.29464037767286866,HSS
by_date,2020-04-28,max_hdr_size_buffer,severe_obs,2.0,46.0,17.88758186340332,percentile,92,45,86,31,0.7479674796747967,0.3284671532846715,0.5476190476190477,0.40305522914218567,HSS
by_date,2020-04-28,max_hdr_size_buffer,sig_severe_obs,2.0,96.0,26.691857147216798,percentile,5,6,229,14,0.2631578947368421,0.5454545454545454,0.2,0.29464037767286866,HSS
by_date,2020-04-28,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,18,13,118,105,0.14634146341463414,0.41935483870967744,0.1323529411764706,0.04820577961257542,HSS
by_date,2020-04-28,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,1,5,230,18,0.05263157894736842,0.8333333333333334,0.041666666666666664,0.04573668735707285,HSS
by_date,2020-04-28,max_mesh_75_mh19_buffer,severe_obs,2.0,34.0,24.41325702352163,percentile,106,61,70,17,0.8617886178861789,0.3652694610778443,0.5760869565217391,0.39185953711093374,HSS
by_date,2020-04-28,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,91.0,38.89199275810919,percentile,9,14,221,10,0.47368421052631576,0.6086956521739131,0.2727272727272727,0.3775781090463549,HSS
by_date,2020-05-04,max_reflectivity_buffer,severe_obs,2.0,14.0,53.72074081420899,percentile,69,8,11,2,0.971830985915493,0.1038961038961039,0.8734177215189873,0.622799664710813,HSS
by_date,2020-05-04,max_reflectivity_buffer,sig_severe_obs,2.0,38.0,57.21312683105469,percentile,26,30,27,7,0.7878787878787878,0.5357142857142857,0.4126984126984127,0.22809457579972184,HSS
by_date,2020-05-04,max_hdr_size_buffer,severe_obs,2.0,20.0,19.472957611083984,percentile,65,7,12,6,0.9154929577464789,0.09722222222222222,0.8333333333333334,0.5578231292517006,HSS
by_date,2020-05-04,max_hdr_size_buffer,sig_severe_obs,2.0,87.0,32.952754173278805,percentile,8,4,53,25,0.24242424242424243,0.3333333333333333,0.21621621621621623,0.19889502762430938,HSS
by_date,2020-05-04,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,41,4,15,30,0.5774647887323944,0.08888888888888889,0.5466666666666666,0.24444444444444444,HSS
by_date,2020-05-04,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,12,17,40,21,0.36363636363636365,0.5862068965517241,0.24,0.06710310965630115,HSS
by_date,2020-05-04,max_mesh_75_mh19_buffer,severe_obs,2.0,9.0,21.669568365490388,percentile,70,11,8,1,0.9859154929577465,0.13580246913580246,0.8536585365853658,0.5041322314049587,HSS
by_date,2020-05-04,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,48.0,37.82574819814309,percentile,22,25,32,11,0.6666666666666666,0.5319148936170213,0.3793103448275862,0.20937042459736457,HSS
by_date,2020-05-05,max_reflectivity_buffer,severe_obs,2.0,44.0,57.97175170898438,percentile,26,3,7,16,0.6190476190476191,0.10344827586206896,0.5777777777777777,0.21337579617834396,HSS
by_date,2020-05-05,max_reflectivity_buffer,sig_severe_obs,2.0,65.0,58.88340606689454,percentile,6,12,30,4,0.6,0.6666666666666666,0.2727272727272727,0.24087591240875914,HSS
by_date,2020-05-05,max_hdr_size_buffer,severe_obs,2.0,28.0,19.346318740844726,percentile,31,6,4,11,0.7380952380952381,0.16216216216216217,0.6458333333333334,0.116,HSS
by_date,2020-05-05,max_hdr_size_buffer,sig_severe_obs,2.0,73.0,27.30641891479492,percentile,5,9,33,5,0.5,0.6428571428571429,0.2631578947368421,0.24793388429752067,HSS
by_date,2020-05-05,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,18,2,8,24,0.42857142857142855,0.1,0.4090909090909091,0.12435233160621761,HSS
by_date,2020-05-05,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,6,36,8,0.2,0.75,0.125,0.061855670103092786,HSS
by_date,2020-05-05,max_mesh_75_mh19_buffer,severe_obs,2.0,50.0,37.33487208004402,percentile,24,2,8,18,0.5714285714285714,0.07692307692307693,0.5454545454545454,0.23076923076923078,HSS
by_date,2020-05-05,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,32.0,33.73570108161366,percentile,10,25,17,0,1.0,0.7142857142857143,0.2857142857142857,0.2073170731707317,HSS
by_date,2020-08-31,max_reflectivity_buffer,severe_obs,2.0,19.0,54.86506484985352,percentile,17,1,3,2,0.8947368421052632,0.05555555555555555,0.85,0.5868263473053892,HSS
by_date,2020-08-31,max_reflectivity_buffer,sig_severe_obs,2.0,91.0,60.13372901916504,percentile,1,1,19,2,0.3333333333333333,0.5,0.25,0.3300970873786408,HSS
by_date,2020-08-31,max_hdr_size_buffer,severe_obs,2.0,28.0,20.40613586425781,percentile,15,1,3,4,0.7894736842105263,0.0625,0.75,0.41624365482233505,HSS
by_date,2020-08-31,max_hdr_size_buffer,sig_severe_obs,2.0,96.0,28.59960174560547,percentile,1,0,20,2,0.3333333333333333,0.0,0.3333333333333333,0.46511627906976744,HSS
by_date,2020-08-31,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,6,0,4,13,0.3157894736842105,0.0,0.3157894736842105,0.138328530259366,HSS
by_date,2020-08-31,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,1,19,3,0.0,1.0,0.0,-0.06976744186046512,HSS
by_date,2020-08-31,max_mesh_75_mh19_buffer,severe_obs,2.0,19.0,27.87409962412323,percentile,17,1,3,2,0.8947368421052632,0.05555555555555555,0.85,0.5868263473053892,HSS
by_date,2020-08-31,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,91.0,41.62936951340438,percentile,1,1,19,2,0.3333333333333333,0.5,0.25,0.3300970873786408,HSS
by_date,2021-04-09,max_reflectivity_buffer,severe_obs,2.0,1.0,42.91278694152832,percentile,42,0,0,1,0.9767441860465116,0.0,0.9767441860465116,0.0,HSS
by_date,2021-04-09,max_reflectivity_buffer,sig_severe_obs,2.0,24.0,55.376126556396486,percentile,15,17,10,1,0.9375,0.53125,0.45454545454545453,0.25576923076923075,HSS
by_date,2021-04-09,max_hdr_size_buffer,severe_obs,2.0,1.0,11.033114280700683,percentile,42,0,0,1,0.9767441860465116,0.0,0.9767441860465116,0.0,HSS
by_date,2021-04-09,max_hdr_size_buffer,sig_severe_obs,2.0,17.0,16.10748950004578,percentile,16,19,8,0,1.0,0.5428571428571428,0.45714285714285713,0.2385834109972041,HSS
by_date,2021-04-09,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,13,0,0,30,0.3023255813953488,0.0,0.3023255813953488,0.0,HSS
by_date,2021-04-09,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,1,26,14,0.125,0.3333333333333333,0.11764705882352941,0.10540915395284327,HSS
by_date,2021-04-09,max_mesh_75_mh19_buffer,severe_obs,2.0,1.0,12.946068261989064,percentile,42,0,0,1,0.9767441860465116,0.0,0.9767441860465116,0.0,HSS
by_date,2021-04-09,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,58.0,37.01509785564874,percentile,9,9,18,7,0.5625,0.5,0.36,0.2234762979683973,HSS
by_date,2021-04-29,max_reflectivity_buffer,severe_obs,2.0,1.0,48.02651748657227,percentile,23,0,0,1,0.9583333333333334,0.0,0.9583333333333334,0.0,HSS
by_date,2021-04-29,max_reflectivity_buffer,sig_severe_obs,2.0,40.0,59.791343688964844,percentile,8,6,8,2,0.8,0.42857142857142855,0.5,0.35135135135135137,HSS
by_date,2021-04-29,max_hdr_size_buffer,severe_obs,2.0,1.0,5.2461549663543705,percentile,23,0,0,1,0.9583333333333334,0.0,0.9583333333333334,0.0,HSS
by_date,2021-04-29,max_hdr_size_buffer,sig_severe_obs,2.0,57.0,24.66079864501953,percentile,6,4,10,4,0.6,0.4,0.42857142857142855,0.3142857142857143,HSS
by_date,2021-04-29,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,10,0,0,13,0.43478260869565216,0.0,0.43478260869565216,0.0,HSS
by_date,2021-04-29,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,1,12,8,0.2,0.3333333333333333,0.18181818181818182,0.13389121338912133,HSS
by_date,2021-04-29,max_mesh_75_mh19_buffer,severe_obs,2.0,1.0,6.07091227827997,percentile,23,0,0,1,0.9583333333333334,0.0,0.9583333333333334,0.0,HSS
by_date,2021-04-29,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,66.0,39.33635432469565,percentile,5,3,11,5,0.5,0.375,0.38461538461538464,0.29411764705882354,HSS
by_date,2023-04-19,max_reflectivity_buffer,severe_obs,2.0,17.0,55.0066162109375,percentile,124,9,7,21,0.8551724137931035,0.06766917293233082,0.8051948051948052,0.21945701357466063,HSS
by_date,2023-04-19,max_reflectivity_buffer,sig_severe_obs,2.0,55.0,58.45043563842773,percentile,16,57,78,10,0.6153846153846154,0.7808219178082192,0.1927710843373494,0.11166927447912378,HSS
by_date,2023-04-19,max_hdr_size_buffer,severe_obs,2.0,14.0,19.867187881469725,percentile,129,9,7,16,0.8896551724137931,0.06521739130434782,0.8376623376623377,0.27385892116182575,HSS
by_date,2023-04-19,max_hdr_size_buffer,sig_severe_obs,2.0,66.0,26.459505081176758,percentile,15,40,95,11,0.5769230769230769,0.7272727272727273,0.22727272727272727,0.19349769177880366,HSS
by_date,2023-04-19,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,29,1,15,115,0.2013888888888889,0.03333333333333333,0.2,0.03333333333333333,HSS
by_date,2023-04-19,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,7,127,24,0.07692307692307693,0.7777777777777778,0.06060606060606061,0.03351519875292284,HSS
by_date,2023-04-19,max_mesh_75_mh19_buffer,severe_obs,2.0,32.0,31.574375491341335,percentile,102,7,9,42,0.7083333333333334,0.06422018348623854,0.6754966887417219,0.13732394366197184,HSS
by_date,2023-04-19,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,86.0,39.323665394586875,percentile,8,15,119,18,0.3076923076923077,0.6521739130434783,0.1951219512195122,0.2052980132450331,HSS
by_date,2023-04-20,max_reflectivity_buffer,severe_obs,2.0,24.0,56.638590240478514,percentile,51,2,5,12,0.8095238095238095,0.03773584905660377,0.7846153846153846,0.32038834951456313,HSS
by_date,2023-04-20,max_reflectivity_buffer,sig_severe_obs,2.0,24.0,56.638590240478514,percentile,17,36,12,5,0.7727272727272727,0.6792452830188679,0.29310344827586204,0.01644962302947224,HSS
by_date,2023-04-20,max_hdr_size_buffer,severe_obs,2.0,19.0,20.000244235992433,percentile,53,3,4,10,0.8412698412698413,0.05357142857142857,0.803030303030303,0.2857142857142857,HSS
by_date,2023-04-20,max_hdr_size_buffer,sig_severe_obs,2.0,21.0,20.12043628692627,percentile,18,37,11,4,0.8181818181818182,0.6727272727272727,0.3050847457627119,0.03367003367003367,HSS
by_date,2023-04-20,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,17,1,6,46,0.2698412698412698,0.05555555555555555,0.265625,0.03292181069958848,HSS
by_date,2023-04-20,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,0,4,44,22,0.0,1.0,0.0,-0.1070559610705596,HSS
by_date,2023-04-20,max_mesh_75_mh19_buffer,severe_obs,2.0,16.0,26.333561692585228,percentile,55,3,4,8,0.873015873015873,0.05172413793103448,0.8333333333333334,0.3373493975903614,HSS
by_date,2023-04-20,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,51.0,35.12932827184047,percentile,12,22,26,10,0.5454545454545454,0.6470588235294118,0.2727272727272727,0.07590759075907591,HSS
by_date,2023-06-15,max_reflectivity_buffer,severe_obs,2.0,15.0,59.364996337890624,percentile,39,2,2,6,0.8666666666666667,0.04878048780487805,0.8297872340425532,0.25190839694656486,HSS
by_date,2023-06-15,max_reflectivity_buffer,sig_severe_obs,2.0,38.0,62.7212907409668,percentile,13,17,18,1,0.9285714285714286,0.5666666666666667,0.41935483870967744,0.32978723404255317,HSS
by_date,2023-06-15,max_hdr_size_buffer,severe_obs,2.0,3.0,22.293971481323243,percentile,44,3,1,1,0.9777777777777777,0.06382978723404255,0.9166666666666666,0.2949640287769784,HSS
by_date,2023-06-15,max_hdr_size_buffer,sig_severe_obs,2.0,44.0,33.63050323486328,percentile,12,15,20,2,0.8571428571428571,0.5555555555555556,0.41379310344827586,0.33519553072625696,HSS
by_date,2023-06-15,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,38,2,2,7,0.8444444444444444,0.05,0.8085106382978723,0.21946902654867256,HSS
by_date,2023-06-15,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,14,21,14,0,1.0,0.6,0.4,0.27586206896551724,HSS
by_date,2023-06-15,max_mesh_75_mh19_buffer,severe_obs,2.0,15.0,38.01061393137631,percentile,39,2,2,6,0.8666666666666667,0.04878048780487805,0.8297872340425532,0.25190839694656486,HSS
by_date,2023-06-15,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,40.0,47.03349822361829,percentile,13,16,19,1,0.9285714285714286,0.5517241379310345,0.43333333333333335,0.3567567567567568,HSS
by_date,2023-06-16,max_reflectivity_buffer,severe_obs,2.0,3.0,56.834915771484376,percentile,35,1,1,1,0.9722222222222222,0.027777777777777776,0.9459459459459459,0.4722222222222222,HSS
by_date,2023-06-16,max_reflectivity_buffer,sig_severe_obs,2.0,38.0,60.83160301208496,percentile,5,18,14,1,0.8333333333333334,0.782608695652174,0.20833333333333334,0.12590799031476999,HSS
by_date,2023-06-16,max_hdr_size_buffer,severe_obs,2.0,3.0,21.553920974731444,percentile,35,1,1,1,0.9722222222222222,0.027777777777777776,0.9459459459459459,0.4722222222222222,HSS
by_date,2023-06-16,max_hdr_size_buffer,sig_severe_obs,2.0,46.0,30.245761489868165,percentile,5,15,17,1,0.8333333333333334,0.75,0.23809523809523808,0.18716577540106952,HSS
by_date,2023-06-16,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,20,0,2,16,0.5555555555555556,0.0,0.5555555555555556,0.11627906976744186,HSS
by_date,2023-06-16,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,3,8,24,3,0.5,0.7272727272727273,0.21428571428571427,0.1867704280155642,HSS
by_date,2023-06-16,max_mesh_75_mh19_buffer,severe_obs,2.0,6.0,28.903854574542944,percentile,35,0,2,1,0.9722222222222222,0.0,0.9722222222222222,0.7865168539325843,HSS
by_date,2023-06-16,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,57.0,39.800418527233916,percentile,5,11,21,1,0.8333333333333334,0.6875,0.29411764705882354,0.2919254658385093,HSS
by_date,2023-09-24,max_reflectivity_buffer,severe_obs,2.0,11.0,57.44939651489258,percentile,33,2,4,1,0.9705882352941176,0.05714285714285714,0.9166666666666666,0.6842105263157895,HSS
by_date,2023-09-24,max_reflectivity_buffer,sig_severe_obs,2.0,65.0,62.78338623046875,percentile,9,5,21,5,0.6428571428571429,0.35714285714285715,0.47368421052631576,0.45054945054945056,HSS
by_date,2023-09-24,max_hdr_size_buffer,severe_obs,2.0,13.0,23.10769916534424,percentile,33,1,5,1,0.9705882352941176,0.029411764705882353,0.9428571428571428,0.803921568627451,HSS
by_date,2023-09-24,max_hdr_size_buffer,sig_severe_obs,2.0,85.0,35.114663696289064,percentile,6,0,26,8,0.42857142857142855,0.0,0.42857142857142855,0.4936708860759494,HSS
by_date,2023-09-24,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,29,1,5,5,0.8529411764705882,0.03333333333333333,0.8285714285714286,0.5384615384615384,HSS
by_date,2023-09-24,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,11,9,17,3,0.7857142857142857,0.45,0.4782608695652174,0.4,HSS
by_date,2023-09-24,max_mesh_75_mh19_buffer,severe_obs,2.0,11.0,33.70141195897819,percentile,34,1,5,0,1.0,0.02857142857142857,0.9714285714285714,0.8947368421052632,HSS
by_date,2023-09-24,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,62.0,45.54147092397386,percentile,10,5,21,4,0.7142857142857143,0.3333333333333333,0.5263157894736842,0.5135135135135135,HSS
by_date,2024-05-20,max_reflectivity_buffer,severe_obs,2.0,29.0,59.55184482574463,percentile,36,9,10,9,0.8,0.2,0.6666666666666666,0.3263157894736842,HSS
by_date,2024-05-20,max_reflectivity_buffer,sig_severe_obs,2.0,94.0,65.88742538452148,percentile,1,3,57,3,0.25,0.75,0.14285714285714285,0.2,HSS
by_date,2024-05-20,max_hdr_size_buffer,severe_obs,2.0,18.0,21.634035873413087,percentile,41,11,8,4,0.9111111111111111,0.21153846153846154,0.7321428571428571,0.3717277486910995,HSS
by_date,2024-05-20,max_hdr_size_buffer,sig_severe_obs,2.0,83.0,32.67366989135742,percentile,2,9,51,2,0.5,0.8181818181818182,0.15384615384615385,0.1926605504587156,HSS
by_date,2024-05-20,max_hsda_buffer,severe_obs,2.0,,2.0,hsda_class,26,7,12,19,0.5777777777777777,0.21212121212121213,0.5,0.17705242334322452,HSS
by_date,2024-05-20,max_hsda_buffer,sig_severe_obs,2.0,,3.0,hsda_class,2,17,43,2,0.5,0.8947368421052632,0.09523809523809523,0.07878787878787878,HSS
by_date,2024-05-20,max_mesh_75_mh19_buffer,severe_obs,2.0,34.0,33.12730822934669,percentile,34,8,11,11,0.7555555555555555,0.19047619047619047,0.6415094339622641,0.319910514541387,HSS
by_date,2024-05-20,max_mesh_75_mh19_buffer,sig_severe_obs,2.0,72.0,42.96223808029971,percentile,3,15,45,1,0.75,0.8333333333333334,0.15789473684210525,0.189873417721519,HSS
by_date,2024-09-24,max_reflectivity_buffer,severe_obs,2.0,8.0,54.95144424438477,percentile,59,0,1,5,0.921875,0.0,0.921875,0.26636568848758463,HSS
by_date,2024-09-24,max_reflectivity_buffer,sig_severe_obs,2.0,36.0,63.0195068359375,percentile,14,27,23,1,0.9333333333333333,0.6585365853658537,0.3333333333333333,0.24481327800829875,HSS
by_date,2024-09-24,max_hdr_size_buffer,severe_obs,2.0,15.0,22.72791862487793,percentile,55,0,1,9,0.859375,0.0,0.859375,0.15827338129496402,HSS
by_date,2024-09-24,max_hdr_size_buffer,sig_severe_obs,2.0,38.0,30.43677963256836,percentile,13,27,23,2,0.8666666666666667,0.675,0.30952380952380953,0.2063157894736842,HSS
