scope,scope_value,field,obs_col,spatial_buffer_km,percentile,threshold,threshold_source,tp,fp,tn,fn,POD,FAR,CSI,HSS,objective_metric
by_date,2024-09-24,max_mesh_75_mh19,sig_severe_obs,0.0,15.0,35.513031837631765,percentile,15,40,10,0,1.0,0.7272727272727273,0.2727272727272727,0.10344827586206896,HSS
by_date,2025-03-30,max_reflectivity,severe_obs,0.0,23.0,55.26958106994629,percentile,38,11,9,6,0.8636363636363636,0.22448979591836735,0.6909090909090909,0.33658536585365856,HSS
by_date,2025-03-30,max_reflectivity,sig_severe_obs,0.0,29.0,55.74133934020996,percentile,5,40,18,1,0.8333333333333334,0.8888888888888888,0.10869565217391304,0.03671071953010279,HSS
by_date,2025-03-30,max_hdr_size,severe_obs,0.0,35.0,18.791514682769776,percentile,36,5,15,8,0.8181818181818182,0.12195121951219512,0.7346938775510204,0.5458515283842795,HSS
by_date,2025-03-30,max_hdr_size,sig_severe_obs,0.0,37.0,19.056368865966792,percentile,5,35,23,1,0.8333333333333334,0.875,0.12195121951219512,0.06493506493506493,HSS
by_date,2025-03-30,max_hsda,severe_obs,0.0,,2.0,hsda_class,8,2,17,36,0.18181818181818182,0.2,0.17391304347826086,0.05075337034099921,HSS
by_date,2025-03-30,max_hsda,sig_severe_obs,0.0,,3.0,hsda_class,0,2,55,6,0.0,1.0,0.0,-0.05,HSS
by_date,2025-03-30,max_mesh_75_mh19,severe_obs,0.0,18.0,27.398994431676304,percentile,42,10,10,2,0.9545454545454546,0.19230769230769232,0.7777777777777778,0.5102040816326531,HSS
by_date,2025-03-30,max_mesh_75_mh19,sig_severe_obs,0.0,39.0,33.82281706254072,percentile,6,33,25,0,1.0,0.8461538461538461,0.15384615384615385,0.12437810945273632,HSS
by_date,2025-05-17,max_reflectivity,severe_obs,0.0,29.0,54.372026138305664,percentile,38,4,12,6,0.8636363636363636,0.09523809523809523,0.7916666666666666,0.5901639344262295,HSS
by_date,2025-05-17,max_reflectivity,sig_severe_obs,0.0,29.0,54.372026138305664,percentile,13,29,17,1,0.9285714285714286,0.6904761904761905,0.3023255813953488,0.17582417582417584,HSS
by_date,2025-05-17,max_hdr_size,severe_obs,0.0,28.0,15.631660232543945,percentile,38,5,11,6,0.8636363636363636,0.11627906976744186,0.7755102040816326,0.5403899721448467,HSS
by_date,2025-05-17,max_hdr_size,sig_severe_obs,0.0,28.0,15.631660232543945,percentile,14,29,17,0,1.0,0.6744186046511628,0.32558139534883723,0.2148014440433213,HSS
by_date,2025-05-17,max_hsda,severe_obs,0.0,,2.0,hsda_class,8,2,13,34,0.19047619047619047,0.2,0.18181818181818182,0.03389830508474576,HSS
by_date,2025-05-17,max_hsda,sig_severe_obs,0.0,,3.0,hsda_class,0,6,37,14,0.0,1.0,0.0,-0.1728395061728395,HSS
by_date,2025-05-17,max_mesh_75_mh19,severe_obs,0.0,39.0,29.685081771403162,percentile,34,2,14,10,0.7727272727272727,0.05555555555555555,0.7391304347826086,0.5588235294117647,HSS
by_date,2025-05-17,max_mesh_75_mh19,sig_severe_obs,0.0,39.0,29.685081771403162,percentile,12,24,22,2,0.8571428571428571,0.6666666666666666,0.3157894736842105,0.21686746987951808,HSS
by_date,2025-05-18,max_reflectivity,severe_obs,0.0,53.0,58.87396076202393,percentile,24,5,16,17,0.5853658536585366,0.1724137931034483,0.5217391304347826,0.30479102956167176,HSS
by_date,2025-05-18,max_reflectivity,sig_severe_obs,0.0,73.0,61.1018009185791,percentile,4,13,44,1,0.8,0.7647058823529411,0.2222222222222222,0.2730318257956449,HSS
by_date,2025-05-18,max_hdr_size,severe_obs,0.0,45.0,21.42647190093994,percentile,29,5,16,12,0.7073170731707317,0.14705882352941177,0.6304347826086957,0.4339419978517723,HSS
by_date,2025-05-18,max_hdr_size,sig_severe_obs,0.0,89.0,31.68490177154541,percentile,2,5,52,3,0.4,0.7142857142857143,0.2,0.26409495548961426,HSS
by_date,2025-05-18,max_hsda,severe_obs,0.0,,2.0,hsda_class,6,1,20,34,0.15,0.14285714285714285,0.14634146341463414,0.07455570004334634,HSS
by_date,2025-05-18,max_hsda,sig_severe_obs,0.0,,3.0,hsda_class,1,4,52,4,0.2,0.8,0.1111111111111111,0.12857142857142856,HSS
by_date,2025-05-18,max_mesh_75_mh19,severe_obs,0.0,60.0,35.20005616784719,percentile,21,4,17,20,0.5121951219512195,0.16,0.4666666666666667,0.2713026444662096,HSS
by_date,2025-05-18,max_mesh_75_mh19,sig_severe_obs,0.0,81.0,38.53730627754659,percentile,4,8,49,1,0.8,0.6666666666666666,0.3076923076923077,0.4025695931477516,HSS
by_date,2025-05-25,max_reflectivity,severe_obs,0.0,25.0,57.01353454589844,percentile,32,11,9,6,0.8421052631578947,0.2558139534883721,0.6530612244897959,0.3104895104895105,HSS
by_date,2025-05-25,max_reflectivity,sig_severe_obs,0.0,74.0,61.02711830139161,percentile,3,12,42,1,0.75,0.8,0.1875,0.23217922606924643,HSS
by_date,2025-05-25,max_hdr_size,severe_obs,0.0,41.0,21.69118495941162,percentile,28,6,14,10,0.7368421052631579,0.17647058823529413,0.6363636363636364,0.41708542713567837,HSS
by_date,2025-05-25,max_hdr_size,sig_severe_obs,0.0,72.0,26.74150619506836,percentile,3,13,41,1,0.75,0.8125,0.17647058823529413,0.2131782945736434,HSS
by_date,2025-05-25,max_hsda,severe_obs,0.0,,2.0,hsda_class,13,5,15,25,0.34210526315789475,0.2777777777777778,0.3023255813953488,0.07446808510638298,HSS
by_date,2025-05-25,max_hsda,sig_severe_obs,0.0,,3.0,hsda_class,1,11,43,3,0.25,0.9166666666666666,0.06666666666666667,0.02403846153846154,HSS
by_date,2025-05-25,max_mesh_75_mh19,severe_obs,0.0,48.0,34.521177418603656,percentile,26,4,16,12,0.6842105263157895,0.13333333333333333,0.6190476190476191,0.4423076923076923,HSS
by_date,2025-05-25,max_mesh_75_mh19,sig_severe_obs,0.0,95.0,52.21581853003434,percentile,1,2,52,3,0.25,0.6666666666666666,0.16666666666666666,0.24083769633507854,HSS
